LoksabhaName,VidhansabhaName,LocalUnitName,LocalUnitType
Banswara,Garhi,KESARPURA,Gram Panchayat
Banswara,Garhi,KOTDA,Gram Panchayat
Banswara,Garhi,KUNWALIYA,Gram Panchayat
Banswara,Garhi,MALANA,Gram Panchayat
Banswara,Garhi,MANDELA PADA,Gram Panchayat
Banswara,Garhi,NAHLI,Gram Panchayat
Banswara,Garhi,NAVAGHARA,Gram Panchayat
Banswara,Garhi,ODA,Gram Panchayat
Banswara,Garhi,ODWADA,Gram Panchayat
Banswara,Garhi,PADEDI,Gram Panchayat
Banswara,Garhi,PANCHWADA,Gram Panchayat
Banswara,Garhi,RAIYANA,Gram Panchayat
Banswara,Garhi,SAHARANPUR,Gram Panchayat
Banswara,Garhi,TAMTIA RATHORE,Gram Panchayat
Banswara,Garhi,TIMURWA,Gram Panchayat
Banswara,Garhi,WAKHATPURA,Gram Panchayat
Banswara,Garhi,ARNIYA,Gram Panchayat
Banswara,Garhi,BARGAON,Gram Panchayat
Banswara,Garhi,BHACHADIYA,Gram Panchayat
Banswara,Garhi,BHATWARA,Gram Panchayat
Banswara,Garhi,BHEELWAN,Gram Panchayat
Banswara,Garhi,CHIRIYAWASA,Gram Panchayat
Banswara,Garhi,DEVALIYA,Gram Panchayat
Banswara,Garhi,GHALKIYA,Gram Panchayat
Banswara,Garhi,JHANTLA,Gram Panchayat
Banswara,Garhi,KUNWALA WITH WANTA,Gram Panchayat
Banswara,Garhi,KUPRA,Gram Panchayat
Banswara,Garhi,KUSHALPURA,Gram Panchayat
Banswara,Garhi,MAKOD,Gram Panchayat
Banswara,Garhi,MASOTIYA,Gram Panchayat
Banswara,Garhi,PHATIKHAN KEVDIYA,Gram Panchayat
Banswara,Garhi,RAGHAWA,Gram Panchayat
Banswara,Garhi,SAGETA,Gram Panchayat
Banswara,Garhi,SUNDANPUR,Gram Panchayat
Banswara,Garhi,SURPUR,Gram Panchayat
Banswara,Garhi,TALWARA,Gram Panchayat
Banswara,Garhi,TEJPUR,Gram Panchayat
Banswara,Garhi,SAGWADIYA,Gram Panchayat
Banswara,Garhi,MOR,Gram Panchayat
Banswara,Garhi,ADORE,Gram Panchayat
Banswara,Garhi,AGARPURA,Gram Panchayat
Banswara,Garhi,AMJA,Gram Panchayat
Banswara,Garhi,ASAN,Gram Panchayat
Banswara,Garhi,ASODA,Gram Panchayat
Banswara,Garhi,BEDWA,Gram Panchayat
Banswara,Garhi,BHAGORA,Gram Panchayat
Banswara,Garhi,BHIMPUR,Gram Panchayat
Banswara,Garhi,BHIMSOUR,Gram Panchayat
Banswara,Garhi,BORI,Gram Panchayat
Banswara,Garhi,CHUPASAG,Gram Panchayat
Banswara,Garhi,DADOOKA,Gram Panchayat
Banswara,Garhi,DAKAR KUNDI,Gram Panchayat
Banswara,Garhi,GOPI NATH KA GADA,Gram Panchayat
Banswara,Garhi,JHALO KA GARA,Gram Panchayat
Banswara,Garhi,KARANPUR,Gram Panchayat
Banswara,Garhi,KHEDA,Gram Panchayat
Banswara,Garhi,KHERAN KA PARDA,Gram Panchayat
Banswara,Garhi,KHODAN,Gram Panchayat
Banswara,Garhi,KOTDA BADA,Gram Panchayat
Banswara,Garhi,LASADA,Gram Panchayat
Banswara,Garhi,LOHARIYA,Gram Panchayat
Banswara,Garhi,MADALDA,Gram Panchayat
Banswara,Garhi,METWALA,Gram Panchayat
Banswara,Garhi,MOR,Gram Panchayat
Banswara,Garhi,MOYAVASA,Gram Panchayat
Banswara,Garhi,NAWAGAON,Gram Panchayat
Banswara,Garhi,PALODA,Gram Panchayat
Banswara,Garhi,PANASI CHHOTI,Gram Panchayat
Banswara,Garhi,PARHEDA,Gram Panchayat
Banswara,Garhi,RATHADIA PADA,Gram Panchayat
Banswara,Garhi,ROHIDA,Gram Panchayat
Banswara,Garhi,ROHNIYA KHERA,Gram Panchayat
Banswara,Garhi,SAGWADIYA,Gram Panchayat
Banswara,Garhi,SAKARIYA,Gram Panchayat
Banswara,Garhi,SALIYA,Gram Panchayat
Banswara,Garhi,SAMAGADA,Gram Panchayat
Banswara,Garhi,SAREDI BADI,Gram Panchayat
Banswara,Garhi,SAREDI CHHOTI,Gram Panchayat
Banswara,Garhi,Semaliya,Gram Panchayat
Banswara,Garhi,SUJAJI KA GADA,Gram Panchayat
Banswara,Garhi,SUNDANI,Gram Panchayat
Banswara,Garhi,UMBADA,Gram Panchayat
Banswara,Garhi,VAJVANA,Gram Panchayat
Banswara,Garhi,VAKHATPURA,Gram Panchayat
Banswara,Garhi,1,Ward
Banswara,Garhi,2,Ward
Banswara,Garhi,3,Ward
Banswara,Garhi,4,Ward
Banswara,Garhi,5,Ward
Banswara,Garhi,6,Ward
Banswara,Garhi,7,Ward
Banswara,Garhi,8,Ward
Banswara,Garhi,9,Ward
Banswara,Garhi,10,Ward
Banswara,Garhi,11,Ward
Banswara,Garhi,12,Ward
Banswara,Garhi,13,Ward
Banswara,Garhi,14,Ward
Banswara,Garhi,15,Ward
Banswara,Garhi,16,Ward
Banswara,Garhi,17,Ward
Banswara,Garhi,18,Ward
Banswara,Garhi,19,Ward
Banswara,Garhi,20,Ward
Banswara,Garhi,21,Ward
Banswara,Garhi,22,Ward
Banswara,Garhi,23,Ward
Banswara,Garhi,24,Ward
Banswara,Garhi,25,Ward
Banswara,Ghatol,AMAR SINGH KA GADA,Gram Panchayat
Banswara,Ghatol,BADLIYA,Gram Panchayat
Banswara,Ghatol,BAMAN PADA,Gram Panchayat
Banswara,Ghatol,BASSIADA,Gram Panchayat
Banswara,Ghatol,BHOYAR,Gram Panchayat
Banswara,Ghatol,BHUWASA,Gram Panchayat
Banswara,Ghatol,BICHAWADA,Gram Panchayat
Banswara,Ghatol,BORDA,Gram Panchayat
Banswara,Ghatol,CHANDUJI KA GADA,Gram Panchayat
Banswara,Ghatol,CHIRAWALA GADA,Gram Panchayat
Banswara,Ghatol,DAULAT SINGH KA GARA,Gram Panchayat
Banswara,Ghatol,DINDORIYA,Gram Panchayat
Banswara,Ghatol,DOODKA,Gram Panchayat
Banswara,Ghatol,DUKWARA,Gram Panchayat
Banswara,Ghatol,GANODA,Gram Panchayat
Banswara,Ghatol,ISARWALA,Gram Panchayat
Banswara,Ghatol,JAGPURA,Gram Panchayat
Banswara,Ghatol,MORDI NICHALI,Gram Panchayat
Banswara,Ghatol,MOTA TANDA,Gram Panchayat
Banswara,Ghatol,MOTAGAON,Gram Panchayat
Banswara,Ghatol,MUNGANA,Gram Panchayat
Banswara,Ghatol,NAGWALA,Gram Panchayat
Banswara,Ghatol,SONAMANGRI,Gram Panchayat
Banswara,Ghatol,AMARTHUN,Gram Panchayat
Banswara,Ghatol,BADANA,Gram Panchayat
Banswara,Ghatol,BADGUN,Gram Panchayat
Banswara,Ghatol,BANSARI KHEDA,Gram Panchayat
Banswara,Ghatol,BANSLI KHEDA,Gram Panchayat
Banswara,Ghatol,BARGUN,Gram Panchayat
Banswara,Ghatol,BHAGORO KA KHEDA,Gram Panchayat
Banswara,Ghatol,BHUNGRA,Gram Panchayat
Banswara,Ghatol,BIJOR,Gram Panchayat
Banswara,Ghatol,BORDA,Gram Panchayat
Banswara,Ghatol,BORPIKHANTA,Gram Panchayat
Banswara,Ghatol,CHADLA,Gram Panchayat
Banswara,Ghatol,DAGAL,Gram Panchayat
Banswara,Ghatol,DELWADA LOKIYA,Gram Panchayat
Banswara,Ghatol,DELWARA RAWNA,Gram Panchayat
Banswara,Ghatol,DEVDA,Gram Panchayat
Banswara,Ghatol,DUNGAR,Gram Panchayat
Banswara,Ghatol,DUNGARIYA,Gram Panchayat
Banswara,Ghatol,GHATOL,Gram Panchayat
Banswara,Ghatol,GOLIYA WARA,Gram Panchayat
Banswara,Ghatol,GORCHA,Gram Panchayat
Banswara,Ghatol,KADVA AAMRI,Gram Panchayat
Banswara,Ghatol,KALIMAGRI,Gram Panchayat
Banswara,Ghatol,KANJI KA GARA,Gram Panchayat
Banswara,Ghatol,KANPURA,Gram Panchayat
Banswara,Ghatol,KANRA,Gram Panchayat
Banswara,Ghatol,KANTHAO,Gram Panchayat
Banswara,Ghatol,KHAMERA,Gram Panchayat
Banswara,Ghatol,KHERWA,Gram Panchayat
Banswara,Ghatol,KUWANIYA,Gram Panchayat
Banswara,Ghatol,MIYASA,Gram Panchayat
Banswara,Ghatol,MUDASEL,Gram Panchayat
Banswara,Ghatol,NAROTON KI GOJ,Gram Panchayat
Banswara,Ghatol,NARWALI,Gram Panchayat
Banswara,Ghatol,PADAL BADI,Gram Panchayat
Banswara,Ghatol,PADAL CHOTI,Gram Panchayat
Banswara,Ghatol,PADLA,Gram Panchayat
Banswara,Ghatol,PADOLI GORDHAN,Gram Panchayat
Banswara,Ghatol,PODOLI RATHOD,Gram Panchayat
Banswara,Ghatol,ROONJIYA,Gram Panchayat
Banswara,Ghatol,ROOPJI KA KHEDA,Gram Panchayat
Banswara,Ghatol,RUGHNATH SINGH KA GARHA,Gram Panchayat
Banswara,Ghatol,SARONDIYA,Gram Panchayat
Banswara,Ghatol,SAVANIYA,Gram Panchayat
Banswara,Ghatol,SOMPUR,Gram Panchayat
Banswara,Ghatol,THIKARIYA CHANDRAWAT,Gram Panchayat
Banswara,Ghatol,UDAJI KA KHEDA,Gram Panchayat
Banswara,Ghatol,BAKTOR,Gram Panchayat
Banswara,Ghatol,Banghati,Gram Panchayat
Banswara,Ghatol,Bawari,Gram Panchayat
Banswara,Ghatol,BORI A,Gram Panchayat
Banswara,Ghatol,CHHARI,Gram Panchayat
Banswara,Ghatol,CHHARI,Gram Panchayat
Banswara,Ghatol,Dateeyar,Gram Panchayat
Banswara,Ghatol,Dhariyakhedi,Gram Panchayat
Banswara,Ghatol,DUNGLAWANI,Gram Panchayat
Banswara,Ghatol,GHANTALI,Gram Panchayat
Banswara,Ghatol,JAMLI,Gram Panchayat
Banswara,Ghatol,JETHLIYA,Gram Panchayat
Banswara,Ghatol,KACHOTIYA,Gram Panchayat
Banswara,Ghatol,Kakarwa para,Gram Panchayat
Banswara,Ghatol,KALI GHATI,Gram Panchayat
Banswara,Ghatol,KELAMELA,Gram Panchayat
Banswara,Ghatol,KESHARPURA,Gram Panchayat
Banswara,Ghatol,KUPDA,Gram Panchayat
Banswara,Ghatol,Kushalpura,Gram Panchayat
Banswara,Ghatol,Lamba Dabra,Gram Panchayat
Banswara,Ghatol,Leeliya,Gram Panchayat
Banswara,Ghatol,Mahuwal,Gram Panchayat
Banswara,Ghatol,MORWANIYA,Gram Panchayat
Banswara,Ghatol,MOTA DHAMANIYA,Gram Panchayat
Banswara,Ghatol,Motamayanga,Gram Panchayat
Banswara,Ghatol,MOTI KHERI,Gram Panchayat
Banswara,Ghatol,nalpara,Gram Panchayat
Banswara,Ghatol,NAYAN,Gram Panchayat
Banswara,Ghatol,Padaliya,Gram Panchayat
Banswara,Ghatol,PANDAWA,Gram Panchayat
Banswara,Ghatol,PARTHIPURA,Gram Panchayat
Banswara,Ghatol,Pateliya,Gram Panchayat
Banswara,Ghatol,PEELOO,Gram Panchayat
Banswara,Ghatol,PEEPAL KHOONT,Gram Panchayat
Banswara,Ghatol,Peepalda,Gram Panchayat
Banswara,Ghatol,RAM PURIYA,Gram Panchayat
Banswara,Ghatol,RATAN PURIYA,Gram Panchayat
Banswara,Ghatol,ROHANIYA,Gram Panchayat
Banswara,Ghatol,Sagbari,Gram Panchayat
Banswara,Ghatol,SEMALIYA,Gram Panchayat
Banswara,Ghatol,Sobaniya,Gram Panchayat
Banswara,Ghatol,SODALPUR,Gram Panchayat
Banswara,Ghatol,SUHAG PURA,Gram Panchayat
Banswara,Ghatol,Talaya,Gram Panchayat
Banswara,Ghatol,TAMATIYA,Gram Panchayat
Banswara,Ghatol,THECHLA,Gram Panchayat
Banswara,Ghatol,VEERPUR,Gram Panchayat
Dausa,Thanagazi,ALEI,Gram Panchayat
Dausa,Thanagazi,BALDEOGARH,Gram Panchayat
Dausa,Thanagazi,BEEGHOTA,Gram Panchayat
Dausa,Thanagazi,BIRKARI,Gram Panchayat
Dausa,Thanagazi,DHAMRED,Gram Panchayat
Dausa,Thanagazi,DUBBI,Gram Panchayat
Dausa,Thanagazi,Ghewar,Gram Panchayat
Dausa,Thanagazi,GOLA KA BAS,Gram Panchayat
Dausa,Thanagazi,KOONDLA,Gram Panchayat
Dausa,Thanagazi,MOTIWARA,Gram Panchayat
Dausa,Thanagazi,Nandu,Gram Panchayat
Dausa,Thanagazi,NATHALWARA,Gram Panchayat
Dausa,Thanagazi,NAYAGAON BOLKA,Gram Panchayat
Dausa,Thanagazi,NEEMLA,Gram Panchayat
Dausa,Thanagazi,RAJOR,Gram Panchayat
Dausa,Thanagazi,RAJPUR BARA,Gram Panchayat
Dausa,Thanagazi,SAKAT,Gram Panchayat
Dausa,Thanagazi,SHRI CHANDPURA,Gram Panchayat
Dausa,Thanagazi,SURER,Gram Panchayat
Dausa,Thanagazi,TAHLA,Gram Panchayat
Dausa,Thanagazi,TALAB,Gram Panchayat
Dausa,Thanagazi,THANA,Gram Panchayat
Dausa,Thanagazi,RAJOR,Gram Panchayat
Dausa,Thanagazi,ALEI,Gram Panchayat
Dausa,Thanagazi,BALDEOGARH,Gram Panchayat
Dausa,Thanagazi,KOONDLA,Gram Panchayat
Dausa,Thanagazi,BALDEOGARH,Gram Panchayat
Dausa,Thanagazi,BIRKARI,Gram Panchayat
Dausa,Thanagazi,dhiroda,Gram Panchayat
Dausa,Thanagazi,DUBBI,Gram Panchayat
Dausa,Thanagazi,Ghewar,Gram Panchayat
Dausa,Thanagazi,GOLA KA BAS,Gram Panchayat
Dausa,Thanagazi,KHOH,Gram Panchayat
Dausa,Thanagazi,KOONDLA,Gram Panchayat
Dausa,Thanagazi,MALLANA,Gram Panchayat
Dausa,Thanagazi,Nandu,Gram Panchayat
Dausa,Thanagazi,NEEMLA,Gram Panchayat
Dausa,Thanagazi,RAJOR,Gram Panchayat
Dausa,Thanagazi,SHRI CHANDPURA,Gram Panchayat
Dausa,Thanagazi,SYALUTA,Gram Panchayat
Dausa,Thanagazi,TAHLA,Gram Panchayat
Dausa,Thanagazi,TALAB,Gram Panchayat
Dausa,Thanagazi,TILWAR,Gram Panchayat
Dausa,Thanagazi,TODA JAISINGHPURA,Gram Panchayat
Dausa,Thanagazi,AGAR,Gram Panchayat
Dausa,Thanagazi,AJABGARH,Gram Panchayat
Dausa,Thanagazi,ANGARI,Gram Panchayat
Dausa,Thanagazi,BAMANWAS CHAUGAN,Gram Panchayat
Dausa,Thanagazi,BASAI JOGIYAN,Gram Panchayat
Dausa,Thanagazi,Bheekampura,Gram Panchayat
Dausa,Thanagazi,BHOODIYAWAS,Gram Panchayat
Dausa,Thanagazi,bhooriyawas,Gram Panchayat
Dausa,Thanagazi,DUHAR CHAUGAN,Gram Panchayat
Dausa,Thanagazi,DWARAPUR,Gram Panchayat
Dausa,Thanagazi,GARH BASAI,Gram Panchayat
Dausa,Thanagazi,GURHA CHURANI,Gram Panchayat
Dausa,Thanagazi,Guwada Bhopala,Gram Panchayat
Dausa,Thanagazi,JHIRI,Gram Panchayat
Dausa,Thanagazi,Jodhawas,Gram Panchayat
Dausa,Thanagazi,Kaled,Gram Panchayat
Dausa,Thanagazi,KISHORI,Gram Panchayat
Dausa,Thanagazi,KYARA,Gram Panchayat
Dausa,Thanagazi,LALPURA,Gram Panchayat
Dausa,Thanagazi,MALUTANA,Gram Panchayat
Dausa,Thanagazi,Mejod,Gram Panchayat
Dausa,Thanagazi,NANGAL BANI,Gram Panchayat
Dausa,Thanagazi,PADAK CHHAPLI,Gram Panchayat
Dausa,Thanagazi,PIPLAI,Gram Panchayat
Dausa,Thanagazi,PRATAPGARH,Gram Panchayat
Dausa,Thanagazi,SALETA,Gram Panchayat
Dausa,Thanagazi,SAMRA,Gram Panchayat
Dausa,Thanagazi,SEELI BAORI,Gram Panchayat
Dausa,Thanagazi,Surjanpur,Gram Panchayat
Dausa,Thanagazi,1,Ward
Dausa,Thanagazi,2,Ward
Dausa,Thanagazi,3,Ward
Dausa,Thanagazi,4,Ward
Dausa,Thanagazi,5,Ward
Dausa,Thanagazi,6,Ward
Dausa,Thanagazi,7,Ward
Dausa,Thanagazi,8,Ward
Dausa,Thanagazi,9,Ward
Dausa,Thanagazi,10,Ward
Dausa,Thanagazi,11,Ward
Dausa,Thanagazi,12,Ward
Dausa,Thanagazi,13,Ward
Dausa,Thanagazi,14,Ward
Dausa,Thanagazi,15,Ward
Dausa,Thanagazi,16,Ward
Dausa,Thanagazi,17,Ward
Dausa,Thanagazi,18,Ward
Dausa,Thanagazi,19,Ward
Dausa,Thanagazi,20,Ward
Dausa,Thanagazi,21,Ward
Dausa,Thanagazi,22,Ward
Dausa,Thanagazi,23,Ward
Dausa,Thanagazi,24,Ward
Dausa,Thanagazi,25,Ward
Dausa,Sikrai,ACHALPURA,Gram Panchayat
Dausa,Sikrai,AGAWALI,Gram Panchayat
Dausa,Sikrai,BAIRWANDA,Gram Panchayat
Dausa,Sikrai,DEORI,Gram Panchayat
Dausa,Sikrai,FRASHPURA,Gram Panchayat
Dausa,Sikrai,GADHORA,Gram Panchayat
Dausa,Sikrai,GANDRAWA,Gram Panchayat
Dausa,Sikrai,GANGADWARI,Gram Panchayat
Dausa,Sikrai,GARH,Gram Panchayat
Dausa,Sikrai,GUMANPURA,Gram Panchayat
Dausa,Sikrai,KALAKHO,Gram Panchayat
Dausa,Sikrai,LAKA,Gram Panchayat
Dausa,Sikrai,MOHCHINPURA,Gram Panchayat
Dausa,Sikrai,RANOLI,Gram Panchayat
Dausa,Sikrai,SHEKHPURA,Gram Panchayat
Dausa,Sikrai,TORDA,Gram Panchayat
Dausa,Sikrai,BANE KA BARKHERA,Gram Panchayat
Dausa,Sikrai,BHANDAREJ,Gram Panchayat
Dausa,Sikrai,GOTHRA,Gram Panchayat
Dausa,Sikrai,KALA KHO,Gram Panchayat
Dausa,Sikrai,NANGAL CHAPA,Gram Panchayat
Dausa,Sikrai,RALAWATA,Gram Panchayat
Dausa,Sikrai,SARAI,Gram Panchayat
Dausa,Sikrai,SURAJPURA,Gram Panchayat
Dausa,Sikrai,PEEPALYA CHAINPURA,Gram Panchayat
Dausa,Sikrai,RAJWAS,Gram Panchayat
Dausa,Sikrai,ALOODA,Gram Panchayat
Dausa,Sikrai,DHARANWAS,Gram Panchayat
Dausa,Sikrai,HAPAWAS,Gram Panchayat
Dausa,Sikrai,KHAWARAOJI,Gram Panchayat
Dausa,Sikrai,SHYALAWAS,Gram Panchayat
Dausa,Sikrai,ACHALPURA,Gram Panchayat
Dausa,Sikrai,BAWANPARA,Gram Panchayat
Dausa,Sikrai,BHANDARI,Gram Panchayat
Dausa,Sikrai,BRAHMANBAIRADA,Gram Panchayat
Dausa,Sikrai,CHANDERA,Gram Panchayat
Dausa,Sikrai,CHOKARWARA,Gram Panchayat
Dausa,Sikrai,DENDABASERI,Gram Panchayat
Dausa,Sikrai,DOLIKA,Gram Panchayat
Dausa,Sikrai,DUBBI,Gram Panchayat
Dausa,Sikrai,GANIPUR,Gram Panchayat
Dausa,Sikrai,GEEJGARH,Gram Panchayat
Dausa,Sikrai,GHOOMANA,Gram Panchayat
Dausa,Sikrai,HEENGWA,Gram Panchayat
Dausa,Sikrai,JAISINGHPURA,Gram Panchayat
Dausa,Sikrai,KAILAI,Gram Panchayat
Dausa,Sikrai,KALWAN,Gram Panchayat
Dausa,Sikrai,KARORI,Gram Panchayat
Dausa,Sikrai,KUNDERADOONGAR,Gram Panchayat
Dausa,Sikrai,MANPUR,Gram Panchayat
Dausa,Sikrai,MARIYADA,Gram Panchayat
Dausa,Sikrai,MEENASEEMLA,Gram Panchayat
Dausa,Sikrai,NAHAR KHORRA,Gram Panchayat
Dausa,Sikrai,NAMNER,Gram Panchayat
Dausa,Sikrai,NANDRI,Gram Panchayat
Dausa,Sikrai,NIHAL PURA,Gram Panchayat
Dausa,Sikrai,PADALI,Gram Panchayat
Dausa,Sikrai,PANCHOLI,Gram Panchayat
Dausa,Sikrai,PARALI,Gram Panchayat
Dausa,Sikrai,PATAN,Gram Panchayat
Dausa,Sikrai,PEELORI,Gram Panchayat
Dausa,Sikrai,PEEPALKI,Gram Panchayat
Dausa,Sikrai,RAMGARH,Gram Panchayat
Dausa,Sikrai,SARUNDLA,Gram Panchayat
Dausa,Sikrai,SIKANDRA,Gram Panchayat
Dausa,Sikrai,SIKRAI,Gram Panchayat
Dausa,Sikrai,THEEKARIYA,Gram Panchayat
Dausa,Sikrai,UDAIPURA,Gram Panchayat
Dausa,Mahuwa,AUND MEENA,Gram Panchayat
Dausa,Mahuwa,BALAHERI,Gram Panchayat
Dausa,Mahuwa,BARAGAON,Gram Panchayat
Dausa,Mahuwa,DNAND,Gram Panchayat
Dausa,Mahuwa,GAGWANA,Gram Panchayat
Dausa,Mahuwa,GAHNOLI,Gram Panchayat
Dausa,Mahuwa,GAZIPUR,Gram Panchayat
Dausa,Mahuwa,HANDIYA,Gram Panchayat
Dausa,Mahuwa,HURLA,Gram Panchayat
Dausa,Mahuwa,KAMALPUR,Gram Panchayat
Dausa,Mahuwa,KESRA,Gram Panchayat
Dausa,Mahuwa,KHANPUR,Gram Panchayat
Dausa,Mahuwa,KHERLA BUJURG,Gram Panchayat
Dausa,Mahuwa,KHERLA GADALI,Gram Panchayat
Dausa,Mahuwa,KHOHRA MULLA,Gram Panchayat
Dausa,Mahuwa,KHONCH PURI,Gram Panchayat
Dausa,Mahuwa,MAHAWA,Gram Panchayat
Dausa,Mahuwa,NAHIDA,Gram Panchayat
Dausa,Mahuwa,NORANGWARA,Gram Panchayat
Dausa,Mahuwa,PALANHERA,Gram Panchayat
Dausa,Mahuwa,PALI,Gram Panchayat
Dausa,Mahuwa,PAOTA,Gram Panchayat
Dausa,Mahuwa,PATOLI,Gram Panchayat
Dausa,Mahuwa,PEEPALKHEDA,Gram Panchayat
Dausa,Mahuwa,Ramgarh,Gram Panchayat
Dausa,Mahuwa,RASEEDPUR,Gram Panchayat
Dausa,Mahuwa,SALIMPUR,Gram Panchayat
Dausa,Mahuwa,SAMLETI,Gram Panchayat
Dausa,Mahuwa,SANTHA,Gram Panchayat
Dausa,Mahuwa,SHAHADPUR,Gram Panchayat
Dausa,Mahuwa,TALCHIRI,Gram Panchayat
Dausa,Mahuwa,Thekra,Gram Panchayat
Dausa,Mahuwa,TUDIYANA,Gram Panchayat
Dausa,Mahuwa,WARABUJURG,Gram Panchayat
Dausa,Mahuwa,KHONKHAR,Gram Panchayat
Dausa,Mahuwa,RAMPURA PATAN,Gram Panchayat
Dausa,Mahuwa,LOTWARA,Gram Panchayat
Dausa,Mahuwa,ALIPUR,Gram Panchayat
Dausa,Mahuwa,BAIJUPARA,Gram Panchayat
Dausa,Mahuwa,BALAHERA,Gram Panchayat
Dausa,Mahuwa,BAVADI KHEDA,Gram Panchayat
Dausa,Mahuwa,DHIGARIYABHIM,Gram Panchayat
Dausa,Mahuwa,HINGOTA,Gram Panchayat
Dausa,Mahuwa,LOTWARA,Gram Panchayat
Dausa,Mahuwa,MAUKHURD,Gram Panchayat
Dausa,Mahuwa,BANAWAR,Gram Panchayat
Dausa,Mahuwa,DHOLKHERA,Gram Panchayat
Dausa,Mahuwa,GARH HIMMAT SINGH,Gram Panchayat
Dausa,Mahuwa,HALDENA,Gram Panchayat
Dausa,Mahuwa,JATWARA,Gram Panchayat
Dausa,Mahuwa,KOT,Gram Panchayat
Dausa,Mahuwa,PAKHAR,Gram Panchayat
Dausa,Mahuwa,REENDLI,Gram Panchayat
Dausa,Mahuwa,TEEKRI KILANOT,Gram Panchayat
Dausa,Mahuwa,UKRUNDH,Gram Panchayat
Dausa,Mahuwa,1,Ward
Dausa,Mahuwa,2,Ward
Dausa,Mahuwa,3,Ward
Dausa,Mahuwa,4,Ward
Dausa,Mahuwa,5,Ward
Dausa,Mahuwa,6,Ward
Dausa,Mahuwa,7,Ward
Dausa,Mahuwa,8,Ward
Dausa,Mahuwa,9,Ward
Dausa,Mahuwa,10,Ward
Dausa,Mahuwa,11,Ward
Dausa,Mahuwa,12,Ward
Dausa,Mahuwa,13,Ward
Dausa,Mahuwa,14,Ward
Dausa,Mahuwa,15,Ward
Dausa,Mahuwa,16,Ward
Dausa,Mahuwa,17,Ward
Dausa,Mahuwa,18,Ward
Dausa,Mahuwa,19,Ward
Dausa,Mahuwa,20,Ward
Dausa,Mahuwa,21,Ward
Dausa,Mahuwa,22,Ward
Dausa,Mahuwa,23,Ward
Dausa,Mahuwa,24,Ward
Dausa,Mahuwa,25,Ward
Tonk-Sawaimadhopur,Tonk,ARNIYA KADAR,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,ARNIYA MAL,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,BAMOR,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,BARONI,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,BHARNI,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,CHANDLAI,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,CHHAN,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,DAKHIYA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,DARDA HIND,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,DEOLI,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,DEVPURA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,GHAS,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,HARCHANDERA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,HATHONA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,KABARA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,LAMBA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,LAWADAR,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,MANDAWAR,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,MANDWAS,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,MEHANDWAS,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,PALARA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,PARANA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,SANKHANA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,SONWA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,SORAN,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,TAKHOLI,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,ALYARI,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,BARWAS,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,BAWARI,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,CHANBASSURIYA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,GANETTI,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,GOPALPURA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,HAMIRPUR,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,INDOKIYA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,KHARADA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,LAMBA KALA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,MOR BHATIAN,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,KHOLIYA,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,BALITHAL,Gram Panchayat
Tonk-Sawaimadhopur,Tonk,1,Ward
Tonk-Sawaimadhopur,Tonk,2,Ward
Tonk-Sawaimadhopur,Tonk,3,Ward
Tonk-Sawaimadhopur,Tonk,4,Ward
Tonk-Sawaimadhopur,Tonk,5,Ward
Tonk-Sawaimadhopur,Tonk,6,Ward
